X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2
710,1979,3,0,0,1,No,4,1,3,2,3,3,middle class,0.516407359,North East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Other,Age2544,7,PostSec,0
711,1987,6,0,0,0,No,1,1,2,4,2,4,affluent people,0.516407359,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age2544,4,PostSec,1
712,1970,2,0,0,0,No,1,1,2,3,3,2,working class,4.285139355,North East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,1,NA,On a long-term leave,Age4564,4,HS,1
713,1969,3,0,1,0,Yes,3,3,3,3,1,2,middle class,1.518874999,North East,Catholic,White - Irish,1,Eth,On a long-term leave,Age4564,4,PostSec,1
714,1960,2,1,1,0,No,1,1,2,3,3,3,working class,0.384792557,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age4564,5,BachPlus,2
715,1960,4,1,0,0,No,1,2,3,3,2,2,middle class,0.384792557,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,"Unemployed, looking for work",Age4564,7,BachPlus,0
716,1967,3,1,1,0,No,NA,3,2,3,2,2,middle class,0.384792557,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,4,NA,Working full time,Age4564,4,BachPlus,4
717,1967,7,1,1,1,Yes,2,3,NA,3,2,3,affluent people,0.384792557,North East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working full time,Age4564,4,BachPlus,3
718,1960,1,1,1,1,Not Employed,NA,5,2,2,2,2,working class,0.384792557,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,"Unemployed, looking for work",Age4564,5,BachPlus,0
719,1968,7,1,1,1,No,1,1,2,2,2,3,affluent people,0.384792557,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,3,NA,Working full time,Age4564,2,BachPlus,3
720,1954,7,1,1,1,No,NA,2,1,3,2,3,affluent people,0.384792557,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,1,BachPlus,0
721,1963,7,1,1,1,No,1,1,2,3,2,3,affluent people,0.384792557,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,3,BachPlus,1
722,1967,2,1,0,0,No,1,2,1,2,2,2,working class,0.384792557,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,5,BachPlus,1
723,1965,7,1,0,1,Yes,1,4,2,4,4,1,affluent people,0.384792557,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working part-time,Age4564,5,BachPlus,1
724,1964,3,1,1,0,Yes,2,1,3,2,2,2,middle class,0.384792557,North East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,2,BachPlus,1
725,1953,6,1,1,1,Yes,NA,3,2,3,2,3,affluent people,0.384792557,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,5,BachPlus,0
726,1964,7,1,0,1,Yes,NA,3,1,3,3,2,affluent people,0.384792557,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age4564,5,BachPlus,0
727,1961,7,1,1,1,No,2,2,2,2,2,2,affluent people,0.384792557,North East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age4564,5,BachPlus,2
728,1958,6,1,1,1,No,1,1,2,2,3,2,affluent people,0.384792557,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age4564,3,BachPlus,0
729,1962,5,0,0,1,No,1,4,2,3,2,2,middle class,1.362768864,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age4564,4,HS,1
730,1957,6,0,1,1,No,4,3,3,3,1,3,affluent people,1.362768864,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age4564,5,HS,0
731,1961,3,0,1,1,No,NA,1,3,2,2,2,middle class,1.362768864,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age4564,4,HS,2
732,1968,4,0,1,1,No,1,4,1,2,1,1,middle class,1.362768864,North East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Other,Age4564,1,HS,0
733,1967,2,0,0,0,Not Employed,1,3,3,3,3,3,working class,1.362768864,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,"Unemployed, looking for work",Age4564,4,HS,0
734,1966,5,0,0,1,Yes,NA,3,1,1,1,1,middle class,1.362768864,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,2,HS,1
735,1966,2,0,1,0,Not Employed,1,1,2,4,4,3,working class,1.362768864,North East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,On a long-term leave,Age4564,5,HS,2
736,1952,3,0,1,0,Not Employed,2,2,2,2,2,2,middle class,0.482831612,North East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age4564,2,PostSec,0
737,1962,5,0,1,0,Yes,1,1,1,1,1,1,middle class,0.482831612,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,7,PostSec,1
738,1963,3,0,0,1,No,1,2,2,2,2,3,middle class,0.482831612,North East,Church of England,Other white,2,NA,Working full time,Age4564,2,PostSec,2
739,1960,1,0,0,1,No,1,1,2,3,3,3,working class,0.482831612,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age4564,1,PostSec,0
740,1957,7,0,1,1,Yes,1,5,2,2,2,2,affluent people,0.482831612,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,5,PostSec,1
741,1961,7,0,0,1,Yes,2,4,2,3,3,3,affluent people,0.482831612,North East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,3,NA,Working part-time,Age4564,4,PostSec,3
742,1967,7,0,0,1,No,2,1,1,4,2,4,affluent people,0.482831612,North East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working part-time,Age4564,3,PostSec,2
743,1946,6,1,1,1,Not Employed,NA,3,1,1,1,1,affluent people,2.234480735,North East,Non-religious,Other white,NA,Eth,Retired,Age65p,4,BachPlus,0
744,1951,2,1,0,0,Not Employed,1,4,1,2,2,2,working class,0.710462837,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,3,BachPlus,0
745,1948,3,1,1,0,Not Employed,1,NA,4,3,3,3,middle class,0.710462837,North East,Other,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,4,BachPlus,0
746,1945,7,1,1,1,Not Employed,NA,2,3,2,3,2,affluent people,0.710462837,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,1,BachPlus,0
747,1951,6,1,0,0,No,2,3,4,4,4,4,affluent people,0.710462837,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,1,BachPlus,0
748,1950,5,1,1,1,Not Employed,NA,3,1,3,3,3,middle class,0.710462837,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,6,BachPlus,0
749,1951,4,1,0,0,No,1,1,2,2,2,3,middle class,0.710462837,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,5,BachPlus,0
750,1948,3,1,1,1,No,1,2,1,2,3,3,middle class,0.710462837,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,2,BachPlus,0
751,1948,3,0,0,1,No,1,1,3,1,2,1,middle class,2.515155797,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,3,HS,0
752,1949,7,0,1,1,Yes,2,3,2,2,2,3,affluent people,2.515155797,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age65p,4,HS,1
753,1945,2,0,1,1,Not Employed,4,3,3,1,1,2,working class,2.515155797,North East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,4,HS,0
754,1947,6,0,1,1,No,1,2,1,1,1,1,affluent people,2.515155797,North East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,2,HS,0
755,1950,7,0,1,1,Not Employed,NA,4,3,3,3,3,affluent people,0.891377642,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,7,PostSec,0
756,1949,3,0,1,1,No,2,2,2,4,2,3,middle class,0.891377642,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,2,PostSec,0
757,1947,5,0,1,1,No,NA,3,1,1,2,2,middle class,0.891377642,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,4,PostSec,0
758,1948,5,0,1,1,Not Employed,NA,3,2,3,3,3,middle class,0.891377642,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,6,PostSec,0
759,1951,7,0,0,1,No,4,3,2,3,2,3,affluent people,0.891377642,North East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,3,PostSec,0
760,1944,2,0,1,1,Not Employed,NA,1,2,1,2,3,working class,0.891377642,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,2,PostSec,0
761,1949,5,0,1,1,No,1,2,2,4,3,4,middle class,0.891377642,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Other,Age65p,5,PostSec,0
762,1945,3,0,1,0,Yes,1,1,1,3,3,2,middle class,0.891377642,North East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,5,PostSec,0
763,1950,2,0,0,0,Not Employed,2,2,2,4,3,2,working class,0.891377642,North East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,4,PostSec,0
764,1993,5,1,0,1,No,2,1,3,3,1,2,middle class,0.277940862,North West,Church of England,Black African,1,Eth,Working full time,Age1524,6,BachPlus,1
765,1999,1,0,0,0,No,2,4,1,2,3,2,working class,0.348788568,North West,Catholic,Black Caribbean,NA,Ctl,Student,Age1524,4,PostSec,0
766,1993,4,1,0,0,Yes,1,NA,4,2,4,3,middle class,1.976150921,North West,Muslim,Other ethnic group,2,Eth,Working full time,Age1524,5,BachPlus,2
767,1993,5,0,0,1,No,NA,3,3,3,3,3,middle class,2.224383685,North West,Non-religious,Other ethnic group,2,NA,Working full time,Age1524,4,HS,2
768,1997,2,1,0,0,No,4,2,4,4,4,4,working class,2.035560815,North West,Catholic,Indian,NA,Eth,Student,Age1524,4,BachPlus,0
769,1996,2,1,0,0,No,2,4,3,3,2,3,working class,0.647187233,North West,Muslim,Pakistani,4,Ctl,Working full time,Age1524,6,BachPlus,4
770,1996,4,0,1,0,No,NA,2,3,2,3,1,middle class,2.291254558,North West,Non-religious,Indian,2,Ctl,Working full time,Age1524,5,HS,2
771,1999,4,0,1,0,No,2,2,4,3,3,2,middle class,0.811999822,North West,Muslim,Indian,NA,Ctl,Student,Age1524,6,PostSec,0
772,1997,2,1,0,1,Yes,2,2,4,2,4,2,working class,0.430281049,North West,Muslim,Bangladeshi,1,Ctl,Working part-time,Age1524,6,BachPlus,1
773,1996,5,1,0,0,Yes,2,2,3,4,3,4,middle class,0.753999121,North West,Catholic,White - British/English/Welsh/Scottish/Northern Irish,5,Ctl,Working full time,Age1524,4,BachPlus,5
774,1995,1,1,0,0,Not Employed,4,1,3,3,3,3,working class,0.753999121,North West,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,"Unemployed, looking for work",Age1524,4,BachPlus,0
775,1998,7,1,1,1,Yes,4,3,4,4,4,4,affluent people,0.753999121,North West,Catholic,White - British/English/Welsh/Scottish/Northern Irish,4,Ctl,Working full time,Age1524,7,BachPlus,4
776,1996,1,1,0,0,No,1,1,1,2,3,2,working class,0.753999121,North West,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,"Unemployed, looking for work",Age1524,7,BachPlus,0
777,1994,7,1,0,0,No,2,3,2,3,2,2,affluent people,0.753999121,North West,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age1524,5,BachPlus,1
778,1993,7,1,0,0,No,2,2,1,2,2,1,affluent people,0.753999121,North West,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,Eth,Working part-time,Age1524,4,BachPlus,4
779,1992,5,1,0,0,No,NA,3,3,3,2,3,middle class,0.753999121,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age1524,2,BachPlus,1
780,1992,4,1,1,0,No,NA,1,2,3,3,2,middle class,0.753999121,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age1524,3,BachPlus,1
781,1992,7,1,1,0,No,NA,1,2,2,2,2,affluent people,0.753999121,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,NA,Working full time,Age1524,3,BachPlus,3
782,1993,1,0,0,0,Yes,NA,1,1,3,4,4,working class,2.669209293,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age1524,4,HS,1
783,1998,1,0,1,0,No,NA,NA,4,4,4,4,working class,2.669209293,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,4,Eth,Working part-time,Age1524,7,HS,4
784,2000,4,0,0,0,No,NA,1,2,3,2,3,middle class,2.669209293,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,"Unemployed, looking for work",Age1524,5,HS,0
785,1993,1,0,0,0,No,NA,1,3,4,3,3,working class,2.669209293,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age1524,4,HS,0
786,1996,3,0,0,0,No,2,1,4,4,1,1,middle class,0.94599293,North West,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age1524,1,PostSec,1
787,1994,3,0,0,0,Not Employed,1,1,2,3,3,3,middle class,0.94599293,North West,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Other,Age1524,4,PostSec,0
788,1993,4,0,0,0,No,1,1,2,2,3,2,middle class,0.94599293,North West,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age1524,5,PostSec,2
789,1992,7,0,1,0,No,NA,1,3,3,2,4,affluent people,0.94599293,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age1524,1,PostSec,1
790,1994,1,0,0,0,Yes,3,1,2,4,4,3,working class,0.94599293,North West,Church of England,White - Irish,5,NA,Working part-time,Age1524,2,PostSec,5
791,2000,5,0,1,0,No,3,3,2,3,3,1,middle class,0.94599293,North West,Church of England,White - Irish,1,NA,Working full time,Age1524,5,PostSec,1
792,2000,6,0,0,0,No,NA,1,2,2,2,2,affluent people,0.94599293,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Student,Age1524,6,PostSec,0
793,1998,1,0,0,0,No,1,1,1,3,3,3,working class,0.94599293,North West,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,"Unemployed, looking for work",Age1524,1,PostSec,0
794,1999,7,1,0,0,No,2,2,3,1,2,2,affluent people,0.501320339,North West,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Student,Age1524,3,BachPlus,0
795,1997,3,0,0,0,No,2,1,2,3,1,2,middle class,1.77510337,North West,Church of England,White - Irish,NA,Ctl,Student,Age1524,4,HS,0
796,1998,4,0,0,0,No,2,1,3,3,2,2,middle class,0.62901309,North West,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working part-time,Age1524,2,PostSec,2
797,1990,5,1,0,1,No,NA,1,1,1,1,1,middle class,0.186354782,North West,Non-religious,Black Caribbean,1,Eth,Working part-time,Age2544,6,BachPlus,1
798,1980,6,0,1,0,No,NA,2,2,2,2,3,affluent people,0.660595186,North West,Non-religious,Black Caribbean,1,NA,Working full time,Age2544,2,HS,1
799,1989,3,1,0,1,Yes,4,1,1,1,1,1,middle class,0.125,North West,Church of England,Black African,1,Ctl,Working part-time,Age2544,6,BachPlus,1
800,1982,2,0,1,0,Yes,2,1,2,2,3,2,working class,0.528817411,North West,Church of England,Chinese,3,Eth,Working full time,Age2544,3,PostSec,3
801,1987,4,1,1,0,No,NA,4,2,3,2,3,middle class,0.280145884,North West,Non-religious,Chinese,2,Ctl,Working full time,Age2544,4,BachPlus,2
802,1989,3,1,0,1,No,1,4,2,1,2,2,middle class,0.280145884,North West,Buddhist,Chinese,1,Ctl,Working full time,Age2544,4,BachPlus,1
803,1984,1,0,0,1,No,1,NA,1,1,1,1,working class,1.713451811,North West,Muslim,Pakistani,2,NA,Working part-time,Age2544,4,PostSec,2
804,1990,5,1,1,0,Yes,1,4,1,2,2,2,middle class,0.43413109,North West,Catholic,Bangladeshi,4,Eth,Working full time,Age2544,5,BachPlus,4
805,1973,5,1,0,1,Yes,2,3,3,3,4,3,middle class,0.288579996,North West,Muslim,Bangladeshi,3,Ctl,Working full time,Age2544,2,BachPlus,3
806,1973,1,0,1,1,No,4,2,2,2,2,2,working class,1.022319936,North West,Muslim,Indian,2,Ctl,Working part-time,Age2544,5,HS,2
807,1983,7,1,0,1,No,NA,3,2,3,2,3,affluent people,1.591097645,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age2544,4,BachPlus,1
808,1988,2,1,1,0,No,3,4,2,3,2,2,working class,1.591097645,North West,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age2544,3,BachPlus,2
809,1982,7,1,0,1,Yes,2,5,4,1,2,2,affluent people,0.505805337,North West,Jewish,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,3,BachPlus,2
810,1991,3,1,0,0,Not Employed,2,3,4,4,4,4,middle class,0.505805337,North West,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age2544,7,BachPlus,0
811,1982,5,1,1,1,Yes,3,5,4,4,3,3,middle class,0.505805337,North West,Catholic,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,5,BachPlus,1
812,1975,2,1,0,0,No,NA,NA,2,2,3,2,working class,0.505805337,North West,Non-religious,White - Irish,2,NA,Working part-time,Age2544,4,BachPlus,2
813,1984,5,1,0,1,No,1,1,2,2,2,2,middle class,0.505805337,North West,Catholic,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age2544,3,BachPlus,1
814,1985,6,1,1,0,No,2,1,3,3,4,3,affluent people,0.505805337,North West,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,Ctl,Working full time,Age2544,7,BachPlus,4
815,1988,4,1,0,1,Yes,NA,1,2,2,1,2,middle class,0.505805337,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age2544,2,BachPlus,2
816,1973,7,1,1,1,No,NA,5,2,2,4,1,affluent people,0.505805337,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,7,BachPlus,1
817,1987,4,1,1,0,No,1,4,2,3,4,4,middle class,0.505805337,North West,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,Ctl,Working part-time,Age2544,2,BachPlus,4
818,1989,5,1,0,1,No,2,NA,1,1,2,2,middle class,0.505805337,North West,Catholic,White - British/English/Welsh/Scottish/Northern Irish,1,NA,On a long-term leave,Age2544,1,BachPlus,1
819,1975,7,1,1,0,No,NA,3,1,1,2,1,affluent people,0.505805337,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age2544,6,BachPlus,2
820,1981,5,1,0,1,No,3,1,3,4,3,3,middle class,0.505805337,North West,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,4,BachPlus,1
821,1985,5,1,0,0,Yes,NA,4,2,2,3,3,middle class,0.505805337,North West,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age2544,1,BachPlus,1
