X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2
694,1950,1,0,0,0,Not Employed,NA,2,2,3,3,3,working class,2.341561642,Hamburg,Non-religious,Germans,NA,Eth,Retired,Age65p,2,LessBach,0
695,1949,4,0,1,0,Yes,NA,3,3,2,2,2,middle class,2.341561642,Hamburg,Non-religious,Germans,1,Reg,Working part-time,Age65p,3,LessBach,1
696,1949,6,0,1,1,No,4,3,1,1,1,1,affluent people,2.341561642,Hamburg,Protestant,Germans,1,Eth,Working full time,Age65p,4,LessBach,1
697,1948,6,0,1,0,No,NA,3,1,2,3,2,affluent people,2.341561642,Hamburg,Non-religious,Germans,NA,Reg,Retired,Age65p,3,LessBach,0
698,1947,7,0,1,0,No,1,3,1,4,1,4,affluent people,2.341561642,Hamburg,Protestant,Germans,NA,Eth,Retired,Age65p,1,LessBach,0
699,1992,1,1,0,0,No,2,2,2,3,4,3,working class,0.547119534,Hesse,Protestant,Germans,NA,Eth,Student,Age1524,7,BachPlus,0
700,1997,4,1,1,1,Yes,3,2,3,3,3,4,middle class,0.547119534,Hesse,Muslim,Germans,1,Eth,Working full time,Age1524,2,BachPlus,1
701,1999,1,0,1,0,Not Employed,1,3,2,2,3,3,working class,1.618559258,Hesse,Catholic,Germans,NA,Eth,"Unemployed, looking for work",Age1524,2,LessBach,0
702,1996,1,0,0,0,Not Employed,NA,1,3,1,1,4,working class,1.618559258,Hesse,Non-religious,Germans,NA,Reg,Student,Age1524,3,LessBach,0
703,1995,1,0,1,0,No,2,4,1,1,1,1,working class,1.618559258,Hesse,Catholic,Germans,1,Eth,Working full time,Age1524,1,LessBach,1
704,1997,3,0,1,0,No,2,3,2,4,2,4,middle class,1.618559258,Hesse,Protestant,Germans,NA,Eth,"Unemployed, looking for work",Age1524,5,LessBach,0
705,1993,4,0,0,0,No,2,3,3,2,3,2,middle class,1.618559258,Hesse,Protestant,Germans,1,Reg,Working full time,Age1524,7,LessBach,1
706,1993,4,0,1,1,No,2,4,2,4,4,4,middle class,1.618559258,Hesse,Protestant,Germans,NA,Eth,Student,Age1524,6,LessBach,0
707,1993,5,0,1,0,No,2,3,1,3,4,4,middle class,1.618559258,Hesse,Protestant,Germans,1,Ctl,Working full time,Age1524,5,LessBach,1
708,1997,1,0,0,0,No,NA,NA,1,1,3,1,working class,0.749452144,Hesse,Non-religious,Germans,NA,Reg,Student,Age1524,6,LessBach,0
709,1993,1,0,0,0,No,1,NA,3,3,3,3,working class,0.749452144,Hesse,Catholic,Germans,NA,Ctl,Student,Age1524,5,LessBach,0
710,1995,3,1,0,0,Not Employed,NA,NA,1,1,1,2,middle class,0.684746211,Hesse,Non-religious,Russians,NA,Eth,Student,Age1524,6,BachPlus,0
711,1985,1,1,0,1,Not Employed,2,3,3,3,3,3,working class,0.954862363,Hesse,Muslim,Germans,NA,Reg,"Unemployed, looking for work",Age2544,4,BachPlus,0
712,1989,5,1,1,0,Yes,4,2,4,4,4,4,middle class,0.380775758,Hesse,Protestant,Germans,4,Eth,Working full time,Age2544,5,BachPlus,4
713,1985,7,1,1,1,No,3,3,3,3,2,3,affluent people,0.380775758,Hesse,Protestant,Germans,3,Ctl,Working full time,Age2544,2,BachPlus,3
714,1981,7,1,1,1,No,NA,4,1,3,2,3,affluent people,0.380775758,Hesse,Non-religious,Germans,1,Ctl,Working full time,Age2544,4,BachPlus,1
715,1984,7,1,0,1,No,3,3,2,3,1,4,affluent people,0.380775758,Hesse,Protestant,Germans,1,Ctl,Working full time,Age2544,2,BachPlus,1
716,1978,7,1,0,1,Yes,2,3,2,3,3,3,affluent people,0.380775758,Hesse,Protestant,Germans,1,Eth,Working full time,Age2544,1,BachPlus,1
717,1990,6,1,1,0,No,3,NA,1,1,4,1,affluent people,0.380775758,Hesse,Catholic,Germans,1,Ctl,Working full time,Age2544,7,BachPlus,1
718,1979,7,1,1,0,Yes,NA,5,1,2,1,2,affluent people,0.380775758,Hesse,Non-religious,Germans,2,Reg,Working full time,Age2544,2,BachPlus,2
719,1980,4,1,1,1,Yes,2,5,4,1,3,2,middle class,0.380775758,Hesse,Catholic,Germans,3,Eth,Working full time,Age2544,3,BachPlus,3
720,1980,3,1,1,0,No,1,2,3,3,3,3,middle class,0.380775758,Hesse,Protestant,Germans,2,Eth,Working full time,Age2544,3,BachPlus,2
721,1981,5,1,0,0,No,NA,4,3,2,3,2,middle class,0.380775758,Hesse,Non-religious,Germans,1,Ctl,Working full time,Age2544,6,BachPlus,1
722,1986,7,1,1,1,No,1,3,1,2,3,2,affluent people,0.380775758,Hesse,Protestant,Germans,1,Eth,Working full time,Age2544,7,BachPlus,1
723,1978,7,1,0,1,No,2,3,2,2,2,2,affluent people,0.380775758,Hesse,Protestant,Germans,2,Reg,Working full time,Age2544,5,BachPlus,2
724,1989,4,1,1,0,No,1,NA,1,2,3,2,middle class,0.380775758,Hesse,Catholic,Germans,2,Eth,Working full time,Age2544,5,BachPlus,2
725,1987,6,1,1,0,No,2,3,2,2,2,3,affluent people,0.380775758,Hesse,Other,Germans,2,Reg,Working full time,Age2544,5,BachPlus,2
726,1982,4,1,0,0,No,NA,3,3,2,2,2,middle class,0.380775758,Hesse,Non-religious,Germans,2,Ctl,Working full time,Age2544,5,BachPlus,2
727,1978,5,1,1,1,Yes,3,1,3,3,4,4,middle class,0.380775758,Hesse,Protestant,Germans,3,Reg,Working full time,Age2544,4,BachPlus,3
728,1981,7,1,1,1,No,NA,3,2,3,3,3,affluent people,0.380775758,Hesse,Non-religious,Germans,1,Ctl,Working full time,Age2544,5,BachPlus,1
729,1989,4,1,1,0,No,NA,3,3,2,1,2,middle class,0.380775758,Hesse,Non-religious,Germans,NA,Eth,"Unemployed, looking for work",Age2544,6,BachPlus,0
730,1987,4,1,1,0,Yes,NA,2,1,3,4,4,middle class,0.380775758,Hesse,Non-religious,Germans,1,Ctl,Working full time,Age2544,7,BachPlus,1
731,1979,4,1,1,1,Yes,NA,3,1,1,1,1,middle class,0.380775758,Hesse,Non-religious,Germans,1,Ctl,Working full time,Age2544,6,BachPlus,1
732,1978,6,1,1,1,No,4,3,2,4,3,4,affluent people,0.380775758,Hesse,Catholic,Germans,2,Reg,Working full time,Age2544,5,BachPlus,2
733,1984,6,1,1,0,No,2,3,2,4,4,4,affluent people,0.380775758,Hesse,Other,Germans,1,Ctl,Working full time,Age2544,2,BachPlus,1
734,1985,7,1,1,0,No,NA,1,1,2,1,3,affluent people,0.380775758,Hesse,Non-religious,Germans,1,Reg,Working full time,Age2544,5,BachPlus,1
735,1978,3,0,0,0,No,1,5,1,3,2,1,middle class,1.113325731,Hesse,Catholic,Germans,2,Eth,Working part-time,Age2544,1,LessBach,2
736,1975,6,0,0,1,No,2,4,3,2,2,2,affluent people,1.113325731,Hesse,Catholic,Germans,2,Reg,Working part-time,Age2544,5,LessBach,2
737,1988,4,0,1,0,No,1,3,3,3,3,4,middle class,1.113325731,Hesse,Protestant,Germans,2,Eth,Working full time,Age2544,1,LessBach,2
738,1977,2,0,0,0,No,1,NA,1,4,4,4,working class,1.113325731,Hesse,Protestant,Germans,3,Ctl,Working full time,Age2544,7,LessBach,3
739,1984,2,0,0,1,No,1,3,3,3,3,3,working class,1.113325731,Hesse,Catholic,Germans,NA,Eth,"Unemployed, looking for work",Age2544,3,LessBach,0
740,1985,3,0,0,1,No,NA,2,1,4,4,4,middle class,1.113325731,Hesse,Non-religious,Germans,3,Eth,Working full time,Age2544,5,LessBach,3
741,1991,5,0,0,0,No,2,3,2,3,3,3,middle class,1.113325731,Hesse,Protestant,Germans,1,Reg,Working full time,Age2544,5,LessBach,1
742,1981,3,0,1,1,Yes,1,5,1,1,4,4,middle class,1.113325731,Hesse,Protestant,Germans,1,Reg,Working full time,Age2544,4,LessBach,1
743,1973,6,0,0,0,No,NA,3,2,2,2,2,affluent people,1.113325731,Hesse,Non-religious,Germans,1,Reg,Working full time,Age2544,3,LessBach,1
744,1982,4,0,1,0,No,NA,3,1,2,1,2,middle class,1.113325731,Hesse,Non-religious,Germans,2,Reg,Working full time,Age2544,3,LessBach,2
745,1981,5,0,0,1,Yes,1,2,1,4,2,2,middle class,1.113325731,Hesse,Protestant,Germans,NA,Reg,Other,Age2544,1,LessBach,0
746,1975,7,0,0,1,Yes,2,3,3,3,3,3,affluent people,1.113325731,Hesse,Catholic,Germans,2,Ctl,Working part-time,Age2544,2,LessBach,2
747,1975,5,0,1,1,No,2,4,2,2,3,2,middle class,1.113325731,Hesse,Catholic,Germans,3,Eth,Working full time,Age2544,4,LessBach,3
748,1990,4,0,1,0,No,2,3,2,2,2,2,middle class,1.113325731,Hesse,Protestant,Germans,2,Eth,Working full time,Age2544,4,LessBach,2
749,1985,6,1,1,0,Yes,3,4,3,3,2,3,affluent people,0.185135958,Hesse,Hindu,Germans,1,Eth,Working full time,Age2544,1,BachPlus,1
750,1973,7,1,1,1,No,NA,2,1,3,2,3,affluent people,0.185135958,Hesse,Non-religious,Germans,1,Reg,Working full time,Age2544,2,BachPlus,1
751,1973,7,1,1,1,No,NA,3,3,2,2,2,affluent people,0.185135958,Hesse,Non-religious,Germans,3,Ctl,Working full time,Age2544,5,BachPlus,3
752,1985,6,1,1,0,,NA,NA,NA,NA,NA,NA,,0.185135958,Hesse,,Germans,1,Reg,Working full time,Age2544,3,BachPlus,1
753,1973,2,0,0,0,Yes,1,1,3,4,4,3,working class,0.519111816,Hesse,Protestant,Germans,3,Eth,Working part-time,Age2544,3,LessBach,3
754,1988,1,0,0,1,No,2,3,2,2,2,2,working class,0.519111816,Hesse,Protestant,Germans,2,Eth,Working full time,Age2544,3,LessBach,2
755,1985,7,0,0,0,No,NA,1,2,2,3,2,affluent people,0.519111816,Hesse,Non-religious,Germans,1,Ctl,Working full time,Age2544,5,LessBach,1
756,1983,4,1,1,0,No,2,3,2,3,2,3,middle class,0.47487197,Hesse,Muslim,Bosnians,3,Ctl,Working full time,Age2544,4,BachPlus,3
757,1991,5,1,0,0,No,3,4,3,2,2,3,middle class,0.47487197,Hesse,Catholic,Poles,2,Ctl,Working part-time,Age2544,3,BachPlus,2
758,1981,7,1,0,1,No,1,3,3,2,3,2,affluent people,0.47487197,Hesse,Muslim,Turks,1,Ctl,Working full time,Age2544,3,BachPlus,1
759,1978,6,0,1,0,No,NA,NA,1,3,1,3,affluent people,1.399122783,Hesse,Non-religious,Romanians,1,Eth,Working full time,Age2544,3,LessBach,1
760,1971,7,1,1,0,No,NA,1,1,3,1,4,affluent people,0.843337606,Hesse,Non-religious,Germans,2,Reg,Working full time,Age4564,2,BachPlus,2
761,1956,4,0,1,0,No,2,2,3,2,4,2,middle class,2.518258092,Hesse,Catholic,Germans,2,Ctl,Working full time,Age4564,3,LessBach,2
762,1956,2,1,1,0,No,NA,3,3,4,3,4,working class,0.337825207,Hesse,Non-religious,Germans,2,Eth,Working part-time,Age4564,5,BachPlus,2
763,1970,2,1,0,0,No,2,3,2,4,4,4,working class,0.337825207,Hesse,Catholic,Germans,NA,Eth,Retired,Age4564,7,BachPlus,0
764,1971,5,1,0,0,No,2,1,2,3,2,3,middle class,0.337825207,Hesse,Catholic,Germans,1,Eth,Working part-time,Age4564,4,BachPlus,1
765,1955,3,1,1,1,Yes,2,3,4,4,4,4,middle class,0.337825207,Hesse,Protestant,Germans,NA,Eth,Retired,Age4564,4,BachPlus,0
766,1971,7,1,0,1,No,2,NA,NA,NA,NA,NA,,0.337825207,Hesse,Protestant,Germans,NA,Reg,Other,Age4564,3,BachPlus,0
767,1962,4,1,0,1,Yes,2,3,2,4,4,4,middle class,0.337825207,Hesse,Protestant,Germans,1,Ctl,Working part-time,Age4564,6,BachPlus,1
768,1953,5,1,1,1,Not Employed,3,3,1,2,2,2,middle class,0.337825207,Hesse,Protestant,Germans,NA,Ctl,Retired,Age4564,5,BachPlus,0
769,1958,3,1,1,1,No,NA,3,3,3,3,3,middle class,0.337825207,Hesse,Non-religious,Germans,2,Eth,Working part-time,Age4564,3,BachPlus,2
770,1968,5,1,1,0,No,NA,1,1,4,3,3,middle class,0.337825207,Hesse,Non-religious,Germans,1,Reg,Working full time,Age4564,5,BachPlus,1
771,1970,6,1,1,1,No,NA,1,1,2,1,2,affluent people,0.337825207,Hesse,Non-religious,Germans,1,Reg,Working full time,Age4564,1,BachPlus,1
772,1972,6,1,1,0,Yes,1,3,1,2,2,2,affluent people,0.337825207,Hesse,Protestant,Germans,2,Eth,Working full time,Age4564,2,BachPlus,2
773,1952,5,1,0,0,No,1,3,1,2,4,2,middle class,0.337825207,Hesse,Protestant,Germans,NA,Eth,Retired,Age4564,2,BachPlus,0
774,1970,6,1,1,0,No,1,2,2,3,2,4,affluent people,0.337825207,Hesse,Protestant,Germans,2,Ctl,Working full time,Age4564,7,BachPlus,2
775,1960,2,0,0,0,No,1,3,2,2,2,2,working class,0.982872646,Hesse,Protestant,Germans,NA,Ctl,Retired,Age4564,4,LessBach,0
776,1958,7,0,0,1,Yes,2,3,3,4,4,4,affluent people,0.982872646,Hesse,Protestant,Germans,1,Eth,Working part-time,Age4564,1,LessBach,1
777,1961,3,0,0,1,No,NA,3,2,3,3,3,middle class,0.982872646,Hesse,Non-religious,Germans,NA,Reg,Retired,Age4564,7,LessBach,0
778,1964,7,0,0,1,No,1,1,1,4,3,3,affluent people,0.982872646,Hesse,Catholic,Germans,2,Eth,Working part-time,Age4564,4,LessBach,2
779,1961,5,0,0,1,No,1,1,2,2,3,2,middle class,0.982872646,Hesse,Protestant,Germans,NA,Eth,Other,Age4564,3,LessBach,0
780,1960,4,0,0,1,No,1,3,1,3,3,3,middle class,0.982872646,Hesse,Protestant,Germans,2,Ctl,Working part-time,Age4564,4,LessBach,2
781,1968,3,0,1,1,No,1,2,1,1,1,1,middle class,0.982872646,Hesse,Catholic,Germans,NA,Ctl,"Unemployed, looking for work",Age4564,3,LessBach,0
782,1963,5,0,0,1,No,NA,3,2,2,2,2,middle class,0.982872646,Hesse,Non-religious,Germans,NA,Reg,Other,Age4564,3,LessBach,0
783,1965,7,0,0,1,No,NA,3,3,3,2,3,affluent people,0.982872646,Hesse,Non-religious,Germans,2,Eth,Working full time,Age4564,7,LessBach,2
784,1961,3,0,0,0,No,1,3,1,2,2,3,middle class,0.982872646,Hesse,Catholic,Germans,1,Ctl,Working part-time,Age4564,3,LessBach,1
785,1965,7,0,0,1,Yes,NA,4,1,2,1,2,affluent people,0.982872646,Hesse,Non-religious,Germans,1,Reg,Working part-time,Age4564,3,LessBach,1
786,1956,7,0,1,1,Yes,1,2,1,2,1,2,affluent people,0.982872646,Hesse,Catholic,Germans,1,Eth,Working full time,Age4564,2,LessBach,1
787,1968,7,0,0,1,No,NA,2,1,2,2,2,affluent people,0.982872646,Hesse,Non-religious,Germans,2,Ctl,Working part-time,Age4564,4,LessBach,2
788,1968,6,0,1,1,No,1,3,2,2,2,2,affluent people,0.982872646,Hesse,Protestant,Germans,1,Reg,Working part-time,Age4564,5,LessBach,1
789,1964,3,0,1,0,No,2,3,1,2,3,2,middle class,0.982872646,Hesse,Catholic,Germans,1,Reg,Working full time,Age4564,6,LessBach,1
790,1961,4,0,0,0,No,2,3,1,4,4,4,middle class,0.982872646,Hesse,Protestant,Germans,2,Eth,Working part-time,Age4564,5,LessBach,2
791,1962,7,0,0,1,No,2,3,2,2,2,2,affluent people,0.982872646,Hesse,Catholic,Germans,NA,Ctl,Other,Age4564,4,LessBach,0
792,1967,1,0,0,1,No,1,3,1,2,2,2,working class,0.982872646,Hesse,Protestant,Germans,3,Ctl,Working part-time,Age4564,6,LessBach,3
793,1957,5,0,1,1,No,1,1,1,1,3,1,middle class,0.982872646,Hesse,Protestant,Germans,1,Ctl,Working full time,Age4564,5,LessBach,1
794,1962,5,0,1,0,Yes,1,3,1,3,3,2,middle class,0.982872646,Hesse,Catholic,Germans,1,Ctl,Working full time,Age4564,6,LessBach,1
795,1959,6,0,0,1,No,NA,3,1,2,1,1,affluent people,0.982872646,Hesse,Non-religious,Germans,1,Eth,Working part-time,Age4564,3,LessBach,1
796,1960,7,0,0,1,No,NA,NA,1,3,2,4,affluent people,0.982872646,Hesse,Non-religious,Germans,NA,Ctl,Other,Age4564,1,LessBach,0
797,1964,5,0,0,1,Not Employed,1,2,2,2,2,2,middle class,0.982872646,Hesse,Protestant,Germans,NA,Reg,"Unemployed, looking for work",Age4564,3,LessBach,0
798,1972,6,0,0,1,No,NA,3,2,4,1,4,affluent people,0.982872646,Hesse,Non-religious,Germans,1,Ctl,Working part-time,Age4564,4,LessBach,1
799,1971,6,0,0,1,No,1,1,2,2,4,2,affluent people,0.982872646,Hesse,Catholic,Germans,2,Eth,Working part-time,Age4564,2,LessBach,2
800,1969,4,0,0,1,Not Employed,NA,3,1,1,1,2,middle class,0.982872646,Hesse,Non-religious,Germans,NA,Reg,Other,Age4564,4,LessBach,0
801,1957,4,0,1,1,Yes,NA,3,1,2,3,2,middle class,0.982872646,Hesse,Non-religious,Germans,NA,Ctl,Retired,Age4564,3,LessBach,0
802,1962,5,0,1,0,Yes,1,3,1,2,2,2,middle class,0.982872646,Hesse,Catholic,Germans,1,Eth,Working full time,Age4564,5,LessBach,1
803,1965,2,0,0,1,No,NA,1,1,4,4,4,working class,0.982872646,Hesse,Non-religious,Germans,NA,Reg,"Unemployed, looking for work",Age4564,1,LessBach,0
804,1964,7,0,0,1,No,NA,1,1,3,2,3,affluent people,0.982872646,Hesse,Non-religious,Germans,2,Reg,Working part-time,Age4564,2,LessBach,2
805,1954,1,0,1,0,Not Employed,NA,2,1,2,2,2,working class,0.982872646,Hesse,Non-religious,Germans,NA,Ctl,Retired,Age4564,4,LessBach,0
806,1966,5,0,1,0,No,NA,4,3,4,4,3,middle class,0.982872646,Hesse,Non-religious,Germans,NA,Ctl,Other,Age4564,3,LessBach,0
807,1960,5,0,1,0,No,4,3,1,3,3,3,middle class,0.982872646,Hesse,Other,Germans,NA,Reg,Retired,Age4564,4,LessBach,0
808,1969,6,0,0,1,Yes,1,3,1,2,3,2,affluent people,0.982872646,Hesse,Protestant,Germans,2,Reg,Working part-time,Age4564,6,LessBach,2
809,1962,5,0,0,0,No,1,3,1,3,4,3,middle class,0.982872646,Hesse,Protestant,Germans,NA,Reg,Other,Age4564,4,LessBach,0
810,1960,4,0,1,1,No,3,3,2,2,4,3,middle class,0.982872646,Hesse,Catholic,Germans,3,Reg,Working full time,Age4564,2,LessBach,3
811,1962,2,0,0,1,No,1,3,3,3,3,3,working class,0.982872646,Hesse,Catholic,Germans,NA,Ctl,Retired,Age4564,4,LessBach,0
812,1956,3,0,0,0,No,1,3,1,2,3,2,middle class,0.982872646,Hesse,Catholic,Germans,2,Eth,Working full time,Age4564,1,LessBach,2
813,1968,7,0,1,1,Yes,1,5,1,3,2,3,affluent people,0.982872646,Hesse,Protestant,Germans,1,Reg,Working full time,Age4564,2,LessBach,1
814,1970,7,0,1,0,No,NA,2,1,4,1,4,affluent people,0.982872646,Hesse,Non-religious,Germans,1,Ctl,Working full time,Age4564,2,LessBach,1
815,1959,2,0,0,0,No,NA,3,1,2,4,2,working class,0.982872646,Hesse,Non-religious,Germans,NA,Ctl,Retired,Age4564,7,LessBach,0
816,1953,7,0,1,1,No,1,3,3,2,4,2,affluent people,0.982872646,Hesse,Catholic,Germans,1,Reg,Working full time,Age4564,3,LessBach,1
817,1955,4,0,1,1,No,NA,2,1,3,3,3,middle class,0.982872646,Hesse,Non-religious,Germans,1,Ctl,Working full time,Age4564,5,LessBach,1
818,1970,4,0,1,0,Yes,1,3,1,2,3,2,middle class,0.982872646,Hesse,Catholic,Germans,1,Reg,Working full time,Age4564,2,LessBach,1
819,1968,4,1,0,0,No,NA,3,4,4,4,4,middle class,0.165554431,Hesse,Non-religious,Germans,2,Eth,Working full time,Age4564,5,BachPlus,2
820,1965,6,1,1,0,No,NA,1,3,3,4,4,affluent people,0.165554431,Hesse,Non-religious,Germans,1,Reg,Working full time,Age4564,3,BachPlus,1
821,1970,5,0,1,1,Yes,NA,4,1,1,2,2,middle class,0.459637128,Hesse,Non-religious,Germans,1,Eth,Working full time,Age4564,4,LessBach,1
822,1968,2,0,1,0,Yes,1,3,2,2,2,2,working class,0.459637128,Hesse,Protestant,Germans,1,Reg,Working full time,Age4564,3,LessBach,1
823,1965,4,1,1,0,Yes,2,1,3,2,2,2,middle class,2.296391081,Hesse,Jewish,Russians,3,Reg,Working full time,Age4564,5,BachPlus,3
824,1968,7,1,1,1,No,1,NA,1,2,1,3,affluent people,0.897426949,Hesse,Other,Other,1,Eth,Working full time,Age4564,2,BachPlus,1
825,1961,2,0,1,0,No,1,3,1,4,2,4,working class,1.234531459,Hesse,Catholic,Other,1,Eth,Working full time,Age4564,6,LessBach,1
826,1936,7,1,1,1,Yes,2,2,1,4,3,4,affluent people,1.267915335,Hesse,Catholic,Germans,NA,Reg,Retired,Age65p,5,BachPlus,0
827,1949,2,1,1,0,Yes,NA,2,1,2,2,2,working class,1.267915335,Hesse,Non-religious,Germans,NA,Ctl,Retired,Age65p,5,BachPlus,0
828,1949,2,1,1,0,Yes,NA,2,1,1,1,1,working class,1.267915335,Hesse,Non-religious,Germans,NA,Ctl,Retired,Age65p,5,BachPlus,0
829,1951,2,1,0,0,Yes,NA,NA,1,3,1,3,working class,1.267915335,Hesse,Non-religious,Germans,NA,Eth,Retired,Age65p,1,BachPlus,0
830,1944,6,1,1,1,Yes,1,NA,4,2,4,2,affluent people,1.267915335,Hesse,Muslim,Germans,1,Ctl,Working part-time,Age65p,7,BachPlus,1
831,1949,3,0,1,1,Not Employed,1,2,3,4,4,4,middle class,3.807821842,Hesse,Catholic,Germans,NA,Eth,Retired,Age65p,5,LessBach,0
832,1950,4,0,1,1,Yes,2,3,4,4,3,4,middle class,3.807821842,Hesse,Catholic,Germans,NA,Eth,Retired,Age65p,5,LessBach,0
833,1949,3,0,1,0,Yes,1,3,1,2,2,2,middle class,3.807821842,Hesse,Protestant,Germans,NA,Reg,Retired,Age65p,3,LessBach,0
834,1940,5,0,1,1,No,NA,3,2,2,2,2,middle class,3.807821842,Hesse,Non-religious,Germans,NA,Eth,Retired,Age65p,3,LessBach,0
835,1951,1,0,0,1,No,1,3,1,2,1,2,working class,3.807821842,Hesse,Protestant,Germans,NA,Ctl,Retired,Age65p,3,LessBach,0
836,1944,2,0,1,1,No,2,3,2,2,2,3,working class,3.807821842,Hesse,Protestant,Germans,NA,Reg,Retired,Age65p,4,LessBach,0
837,1949,2,0,1,0,No,NA,3,1,2,2,2,working class,3.807821842,Hesse,Non-religious,Germans,NA,Ctl,Retired,Age65p,3,LessBach,0
838,1951,5,0,1,1,No,1,3,1,4,3,4,middle class,3.807821842,Hesse,Protestant,Germans,1,Ctl,Working part-time,Age65p,4,LessBach,1
839,1950,2,0,0,1,No,1,3,1,1,3,3,working class,1.74755586,Hesse,Protestant,Germans,NA,Ctl,Retired,Age65p,4,LessBach,0
840,1992,2,0,0,0,No,1,1,1,3,4,4,working class,4.966134309,Lower Saxony,Catholic,Germans,NA,Reg,"Unemployed, looking for work",Age1524,4,LessBach,0
841,1994,1,1,0,0,No,2,3,3,1,3,2,working class,0.648210623,Lower Saxony,Catholic,Germans,NA,Ctl,Student,Age1524,2,BachPlus,0
842,1992,6,1,1,1,Yes,3,5,3,4,3,3,affluent people,0.648210623,Lower Saxony,Protestant,Germans,1,Reg,Working full time,Age1524,5,BachPlus,1
843,1992,1,1,0,0,Yes,2,2,3,3,2,3,working class,0.648210623,Lower Saxony,Protestant,Germans,2,Reg,Working part-time,Age1524,3,BachPlus,2
844,1993,3,1,1,0,No,1,1,2,2,2,2,middle class,0.648210623,Lower Saxony,Protestant,Germans,NA,Eth,Student,Age1524,1,BachPlus,0
845,1993,7,1,1,0,Yes,1,4,3,2,2,2,affluent people,0.648210623,Bremen,Catholic,Germans,1,Ctl,Working part-time,Age1524,1,BachPlus,1
846,2000,3,0,0,0,No,NA,3,2,2,3,2,middle class,1.925601748,Lower Saxony,Non-religious,Germans,1,Reg,Working full time,Age1524,3,LessBach,1
847,1996,3,0,0,0,No,1,3,1,2,2,3,middle class,1.925601748,Lower Saxony,Protestant,Germans,NA,Ctl,"Unemployed, looking for work",Age1524,3,LessBach,0
848,1997,1,0,0,0,No,1,NA,1,4,4,3,working class,1.925601748,Lower Saxony,Protestant,Germans,NA,Ctl,Other,Age1524,5,LessBach,0
849,2000,5,0,0,0,No,1,3,1,2,2,3,middle class,1.925601748,Lower Saxony,Protestant,Germans,NA,Eth,Student,Age1524,3,LessBach,0
850,1998,1,0,0,0,No,1,3,2,2,2,3,working class,1.925601748,Lower Saxony,Protestant,Germans,1,Eth,Working part-time,Age1524,1,LessBach,1
851,1998,1,0,0,0,No,2,3,2,2,3,2,working class,1.925601748,Lower Saxony,Protestant,Germans,3,Ctl,On a long-term leave,Age1524,2,LessBach,3
852,1993,4,0,1,0,No,1,2,3,2,2,3,middle class,1.925601748,Lower Saxony,Protestant,Germans,1,Reg,Working full time,Age1524,4,LessBach,1
853,1996,4,0,0,0,No,1,NA,1,2,2,2,middle class,1.925601748,Lower Saxony,Protestant,Germans,NA,Reg,Student,Age1524,7,LessBach,0
854,2000,2,0,0,0,Yes,2,3,4,4,4,3,working class,1.925601748,Lower Saxony,Protestant,Germans,NA,Reg,Student,Age1524,6,LessBach,0
855,1994,1,0,1,0,Yes,4,NA,NA,NA,NA,NA,,1.925601748,Lower Saxony,Protestant,Germans,1,Ctl,Working full time,Age1524,7,LessBach,1
856,1992,6,0,0,0,No,1,3,1,1,2,2,affluent people,1.925601748,Lower Saxony,Protestant,Germans,3,Reg,Working part-time,Age1524,4,LessBach,3
857,1992,6,0,0,1,No,1,3,1,2,2,2,affluent people,1.925601748,Lower Saxony,Protestant,Germans,1,Eth,Working full time,Age1524,5,LessBach,1
858,1993,5,1,1,0,Yes,4,4,2,2,1,3,middle class,0.307061822,Bremen,Protestant,Germans,1,Ctl,Working full time,Age1524,5,BachPlus,1
859,1993,3,1,0,0,No,2,4,4,4,3,4,middle class,0.307061822,Lower Saxony,Muslim,Germans,2,Eth,Working part-time,Age1524,5,BachPlus,2
860,2000,3,0,1,0,No,NA,4,3,3,4,2,middle class,0.889435466,Lower Saxony,Non-religious,Germans,2,Reg,Working part-time,Age1524,6,LessBach,2
861,1996,1,0,0,0,No,NA,4,3,2,1,2,working class,0.889435466,Lower Saxony,Non-religious,Germans,NA,Eth,"Unemployed, looking for work",Age1524,4,LessBach,0
862,1992,1,0,0,0,No,1,1,1,4,4,3,working class,2.423963131,Lower Saxony,Other,Greeks,NA,Ctl,Student,Age1524,6,LessBach,0
