X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2,province
553,1969,4,0,0,1,No,4,5,4,4,4,4,middle class,0.242289643,Newfoundland and Labrador,Other Christian,White,3,Reg,Working full time,Age4564,4,PostSec,3,Newfoundland and Labrador
554,1966,5,0,1,0,No,NA,2,3,3,4,3,middle class,0.242289643,Nova Scotia,Non-religious,White,1,Eth,Working full time,Age4564,4,PostSec,1,Nova Scotia
555,1972,5,0,1,0,No,NA,3,2,2,2,1,middle class,0.242289643,New Brunswick,Non-religious,White,1,Reg,Working full time,Age4564,7,PostSec,1,New Brunswick
556,1963,4,0,0,0,No,4,2,3,2,3,3,middle class,0.242289643,New Brunswick,Other,White,NA,Eth,Retired,Age4564,4,PostSec,0,New Brunswick
557,1964,1,0,0,0,Not Employed,NA,3,4,4,4,4,working class,0.242289643,New Brunswick,Non-religious,White,NA,Ctl,Other,Age4564,4,PostSec,0,New Brunswick
558,1962,7,0,1,1,No,NA,1,1,1,1,1,affluent people,0.242289643,New Brunswick,Non-religious,White,NA,Reg,Retired,Age4564,1,PostSec,0,New Brunswick
559,1968,3,0,1,0,No,1,3,3,3,3,3,working class,0.242289643,Nova Scotia,Catholic,White,NA,Eth,Retired,Age4564,6,PostSec,0,Nova Scotia
560,1968,7,0,0,1,No,3,2,2,3,2,3,affluent people,0.242289643,Nova Scotia,United Church,White,1,Eth,Working full time,Age4564,4,PostSec,1,Nova Scotia
561,1968,3,0,1,0,Not Employed,2,2,2,3,2,3,working class,0.242289643,Nova Scotia,United Church,White,1,Ctl,On a long-term leave,Age4564,2,PostSec,1,Nova Scotia
562,1967,1,0,1,0,No,1,2,2,4,4,4,working class,0.242289643,New Brunswick,Catholic,White,NA,Reg,"Unemployed, looking for work",Age4564,2,PostSec,0,New Brunswick
563,1959,6,0,0,1,Not Employed,2,1,3,2,3,2,middle class,0.242289643,New Brunswick,Other Christian,White,NA,Ctl,Retired,Age4564,5,PostSec,0,New Brunswick
564,1967,3,0,0,0,No,2,2,4,4,4,4,working class,0.242289643,New Brunswick,Other,White,NA,Eth,Other,Age4564,7,PostSec,0,New Brunswick
565,1966,3,0,1,1,No,1,3,1,4,3,4,working class,0.242289643,Newfoundland and Labrador,United Church,White,2,Ctl,Working part-time,Age4564,6,PostSec,2,Newfoundland and Labrador
566,1969,6,0,0,1,No,4,3,2,2,2,2,middle class,0.242289643,Nova Scotia,Catholic,White,NA,Ctl,Other,Age4564,4,PostSec,0,Nova Scotia
567,1953,3,0,1,0,No,2,5,2,3,3,2,working class,0.242289643,Nova Scotia,United Church,White,1,Eth,Working full time,Age4564,4,PostSec,1,Nova Scotia
568,1954,7,0,1,1,No,1,3,2,4,3,4,affluent people,0.242289643,New Brunswick,Other Christian,White,NA,Ctl,Retired,Age4564,1,PostSec,0,New Brunswick
569,1961,5,0,0,1,No,4,3,2,2,2,3,middle class,0.242289643,Newfoundland and Labrador,United Church,White,NA,Reg,Retired,Age4564,5,PostSec,0,Newfoundland and Labrador
570,1970,3,0,0,1,No,1,3,1,2,2,1,working class,0.389853249,Nova Scotia,Jewish,White,1,Ctl,Working full time,Age4564,2,HS,1,Nova Scotia
571,1956,4,0,0,1,No,2,3,3,2,2,2,middle class,0.184163801,Prince Edward Island,Catholic,White,1,Eth,Working full time,Age4564,3,PostSec,1,Prince Edward Island
572,1946,5,1,1,1,Not Employed,2,3,1,4,3,3,middle class,0.256620157,Newfoundland and Labrador,Anglican,White,NA,Eth,Retired,Age65p,4,BachPlus,0,Newfoundland and Labrador
573,1946,4,0,0,1,No,4,3,2,3,4,1,middle class,0.290140143,Nova Scotia,Anglican,White,NA,Reg,Retired,Age65p,3,PostSec,0,Nova Scotia
574,1943,7,1,1,1,No,NA,3,1,2,2,2,affluent people,0.332162693,Nova Scotia,Non-religious,White,1,Eth,Working full time,Age65p,2,BachPlus,1,Nova Scotia
575,1952,4,1,0,0,No,NA,3,3,3,3,4,middle class,0.332162693,Nova Scotia,Non-religious,White,1,Ctl,Working part-time,Age65p,5,BachPlus,1,Nova Scotia
576,1951,4,1,0,1,Not Employed,4,3,3,4,4,3,middle class,0.332162693,Nova Scotia,Catholic,White,NA,Reg,Retired,Age65p,6,BachPlus,0,Nova Scotia
577,1942,6,0,1,1,Not Employed,1,2,3,3,3,3,middle class,0.826456891,Nova Scotia,Catholic,White,NA,Ctl,Retired,Age65p,1,HS,0,Nova Scotia
578,1938,3,0,1,0,No,4,3,2,2,2,3,working class,0.826456891,Nova Scotia,Catholic,White,NA,Reg,Retired,Age65p,3,HS,0,Nova Scotia
579,1951,2,0,1,0,No,2,3,4,4,4,3,working class,0.826456891,Prince Edward Island,Other Christian,White,NA,Reg,Retired,Age65p,6,HS,0,Prince Edward Island
580,1951,3,0,0,1,No,NA,2,1,2,2,2,working class,0.826456891,Prince Edward Island,Non-religious,White,NA,Ctl,Retired,Age65p,3,HS,0,Prince Edward Island
581,1950,3,0,0,1,No,1,4,2,3,3,2,working class,0.826456891,Nova Scotia,United Church,White,NA,Reg,Retired,Age65p,3,HS,0,Nova Scotia
582,1950,3,0,1,1,No,4,3,3,2,2,3,working class,0.826456891,New Brunswick,Other Christian,White,NA,Ctl,Retired,Age65p,4,HS,0,New Brunswick
583,1946,5,0,1,1,Yes,4,3,3,4,4,3,middle class,0.826456891,New Brunswick,Other Christian,White,NA,Eth,Retired,Age65p,1,HS,0,New Brunswick
584,1951,3,0,0,1,No,NA,1,1,1,1,2,working class,0.826456891,Prince Edward Island,Non-religious,White,NA,Reg,Retired,Age65p,5,HS,0,Prince Edward Island
585,1947,4,0,0,1,No,2,3,4,4,3,4,middle class,0.826456891,Nova Scotia,Anglican,White,NA,Ctl,Retired,Age65p,7,HS,0,Nova Scotia
586,1949,3,0,0,1,No,4,3,1,3,4,2,working class,0.826456891,Prince Edward Island,Anglican,White,NA,Reg,Retired,Age65p,4,HS,0,Prince Edward Island
587,1947,2,0,0,0,No,1,4,1,2,1,3,working class,0.826456891,Newfoundland and Labrador,United Church,White,NA,Eth,Retired,Age65p,1,HS,0,Newfoundland and Labrador
588,1947,4,0,0,0,No,NA,2,1,1,2,1,middle class,0.376485755,Nova Scotia,Non-religious,White,NA,Ctl,Retired,Age65p,6,PostSec,0,Nova Scotia
589,1951,7,0,0,0,No,1,2,2,3,3,4,affluent people,0.376485755,Nova Scotia,United Church,White,2,Eth,Working full time,Age65p,3,PostSec,2,Nova Scotia
590,1950,3,0,0,1,No,4,2,4,3,2,3,working class,0.376485755,Nova Scotia,Other Christian,White,NA,Ctl,Retired,Age65p,2,PostSec,0,Nova Scotia
591,1950,3,0,1,0,No,1,3,2,2,3,2,working class,0.376485755,Nova Scotia,Catholic,White,1,Reg,Working part-time,Age65p,4,PostSec,1,Nova Scotia
592,1951,4,0,0,1,No,2,3,2,4,3,4,middle class,0.376485755,Nova Scotia,Anglican,White,NA,Eth,Retired,Age65p,6,PostSec,0,Nova Scotia
593,1951,3,0,0,0,No,4,3,2,2,2,2,working class,0.376485755,Newfoundland and Labrador,Catholic,White,NA,Ctl,Retired,Age65p,3,PostSec,0,Newfoundland and Labrador
594,1945,5,0,1,1,No,4,3,4,4,4,4,middle class,0.376485755,Nova Scotia,Catholic,White,4,Ctl,Working part-time,Age65p,4,PostSec,4,Nova Scotia
595,1950,4,0,1,1,No,NA,2,2,4,4,4,middle class,0.376485755,Nova Scotia,Non-religious,White,NA,Reg,Retired,Age65p,4,PostSec,0,Nova Scotia
596,1949,3,0,0,0,Not Employed,1,3,1,2,2,2,working class,0.376485755,Nova Scotia,Catholic,White,NA,Reg,Retired,Age65p,4,PostSec,0,Nova Scotia
597,1940,3,0,0,0,Not Employed,NA,4,3,4,4,3,working class,0.376485755,Nova Scotia,Non-religious,White,NA,Reg,Retired,Age65p,1,PostSec,0,Nova Scotia
598,1946,5,0,1,1,Not Employed,4,3,1,2,2,3,middle class,0.614034258,Nova Scotia,Other Christian,White,NA,Reg,Retired,Age65p,1,HS,0,Nova Scotia
599,1951,7,0,0,0,No,4,3,3,2,3,3,affluent people,0.282914534,New Brunswick,Other Christian,White,NA,Reg,Retired,Age65p,6,PostSec,0,New Brunswick
600,2000,1,0,0,0,Not Employed,NA,2,3,3,4,4,working class,0.733499016,British Columbia,Non-religious,Black,NA,Reg,Student,Age1524,6,HS,0,British Columbia
601,1993,5,1,0,0,No,NA,2,4,4,4,4,middle class,0.384681486,British Columbia,Non-religious,"Aboriginal (First Nations, M??tis or Inuit)",1,Reg,Working full time,Age1524,6,BachPlus,1,British Columbia
602,1994,2,0,0,0,Yes,NA,3,2,4,4,4,working class,0.436515078,British Columbia,Non-religious,"Aboriginal (First Nations, M??tis or Inuit)",1,Reg,Working full time,Age1524,5,PostSec,1,British Columbia
603,1997,7,0,0,0,No,NA,3,3,3,3,3,affluent people,0.700478704,British Columbia,Non-religious,White,NA,Eth,Student,Age1524,4,HS,0,British Columbia
604,1996,3,0,0,0,No,NA,1,3,2,3,2,working class,0.700478704,British Columbia,Non-religious,White,NA,Eth,"Unemployed, looking for work",Age1524,1,HS,0,British Columbia
605,1996,3,0,0,0,No,NA,1,2,2,3,3,working class,0.700478704,British Columbia,Non-religious,White,NA,Eth,"Unemployed, looking for work",Age1524,1,HS,0,British Columbia
606,1999,1,0,0,0,Yes,NA,3,2,3,3,3,working class,0.700478704,British Columbia,Non-religious,White,1,Reg,Working full time,Age1524,2,HS,1,British Columbia
607,1997,4,0,1,0,No,NA,3,2,2,3,3,middle class,0.700478704,British Columbia,Non-religious,White,4,Ctl,Working full time,Age1524,4,HS,4,British Columbia
608,1995,3,0,0,0,No,NA,3,3,4,4,4,working class,0.700478704,British Columbia,Non-religious,White,3,Eth,Working part-time,Age1524,5,HS,3,British Columbia
609,1974,1,0,0,1,No,2,3,3,3,3,3,working class,0.201548809,British Columbia,Muslim, Chinese,3,Eth,Working full time,Age2544,5,PostSec,3,British Columbia
610,1984,4,0,1,0,No,3,5,1,1,1,3,middle class,1.366646484,British Columbia,Catholic,"Aboriginal (First Nations, M??tis or Inuit)",1,Ctl,Working full time,Age2544,5,HS,1,British Columbia
611,1977,1,0,1,1,No,1,1,2,4,4,4,working class,0.614436858,British Columbia,Other Christian,"Aboriginal (First Nations, M??tis or Inuit)",1,Eth,Working part-time,Age2544,6,PostSec,1,British Columbia
612,1988,4,1,0,1,No,NA,3,4,3,3,3,middle class,0.245586659,British Columbia,Non-religious,South Asian,1,Ctl,Working part-time,Age2544,5,BachPlus,1,British Columbia
613,1987,3,1,0,0,No,1,3,3,3,3,3,working class,0.239562649,British Columbia,Hindu,South Asian,1,Eth,Working part-time,Age2544,4,BachPlus,1,British Columbia
614,1986,5,0,1,1,No,NA,5,3,2,2,2,middle class,0.755452782,British Columbia,Non-religious,White,3,Eth,Working full time,Age2544,2,HS,3,British Columbia
615,1990,5,0,0,1,No,2,2,3,3,3,3,middle class,0.345208762,British Columbia,United Church,White,NA,Eth,Other,Age2544,3,PostSec,0,British Columbia
616,1974,3,0,0,1,Yes,NA,4,3,3,2,4,working class,0.345208762,British Columbia,Non-religious,White,4,Reg,Working part-time,Age2544,6,PostSec,4,British Columbia
617,1981,7,1,1,1,No,NA,2,3,3,3,4,affluent people,0.39586885,British Columbia,Non-religious,White,3,Reg,Working full time,Age2544,2,BachPlus,3,British Columbia
618,1992,6,1,0,1,Yes,NA,3,2,2,3,3,middle class,0.39586885,British Columbia,Non-religious,White,1,Eth,Working full time,Age2544,5,BachPlus,1,British Columbia
619,1986,7,1,0,1,No,4,2,4,3,3,3,affluent people,0.39586885,British Columbia,Other Christian,White,NA,Eth,Other,Age2544,3,BachPlus,0,British Columbia
620,1991,5,1,0,1,No,NA,2,3,3,3,3,middle class,0.39586885,British Columbia,Non-religious,White,1,Reg,Working part-time,Age2544,1,BachPlus,1,British Columbia
621,1978,7,1,0,1,Yes,NA,2,3,4,2,3,affluent people,0.39586885,British Columbia,Non-religious,White,1,Reg,Working full time,Age2544,7,BachPlus,1,British Columbia
622,1976,6,1,1,1,No,NA,2,2,4,3,3,middle class,0.39586885,British Columbia,Non-religious,White,2,Eth,Working full time,Age2544,3,BachPlus,2,British Columbia
623,1986,6,1,1,0,Yes,NA,1,3,3,4,3,middle class,0.39586885,British Columbia,Non-religious,White,2,Eth,Working full time,Age2544,2,BachPlus,2,British Columbia
624,1986,5,1,1,1,No,NA,2,3,1,2,1,middle class,0.39586885,British Columbia,Non-religious,White,1,Reg,Working full time,Age2544,7,BachPlus,1,British Columbia
625,1980,6,1,0,1,Not Employed,NA,2,3,3,3,3,middle class,0.39586885,British Columbia,Non-religious,White,NA,Ctl,Other,Age2544,5,BachPlus,0,British Columbia
626,1976,1,1,0,0,No,2,3,1,2,3,1,working class,0.39586885,British Columbia,Other Christian,White,2,Ctl,Working part-time,Age2544,6,BachPlus,2,British Columbia
627,1985,5,1,0,0,Yes,NA,3,2,4,3,2,middle class,0.39586885,British Columbia,Non-religious,White,1,Ctl,Working full time,Age2544,4,BachPlus,1,British Columbia
628,1978,4,0,1,1,No,2,3,1,2,2,1,middle class,0.991762886,British Columbia,Catholic,White,1,Eth,Working full time,Age2544,3,HS,1,British Columbia
629,1977,2,0,1,1,Not Employed,NA,2,3,3,4,3,working class,0.991762886,British Columbia,Non-religious,White,NA,Reg,Other,Age2544,6,HS,0,British Columbia
630,1987,5,0,0,1,Not Employed,NA,2,1,4,2,3,middle class,0.991762886,British Columbia,Non-religious,White,NA,Reg,Other,Age2544,3,HS,0,British Columbia
631,1982,3,0,0,0,No,NA,1,3,3,3,3,working class,0.991762886,British Columbia,Non-religious,White,2,Reg,Working part-time,Age2544,4,HS,2,British Columbia
632,1988,1,0,0,0,No,NA,3,2,2,2,2,working class,0.991762886,British Columbia,Non-religious,White,NA,Ctl,"Unemployed, looking for work",Age2544,4,HS,0,British Columbia
633,1988,1,0,0,0,No,NA,3,3,3,3,3,working class,0.991762886,British Columbia,Non-religious,White,NA,Reg,"Unemployed, looking for work",Age2544,4,HS,0,British Columbia
634,1978,6,0,0,1,No,NA,2,2,2,3,2,middle class,0.991762886,British Columbia,Non-religious,White,1,Ctl,Working part-time,Age2544,3,HS,1,British Columbia
635,1983,2,0,0,0,No,NA,3,2,3,2,2,working class,0.991762886,British Columbia,Non-religious,White,NA,Eth,"Unemployed, looking for work",Age2544,4,HS,0,British Columbia
636,1986,1,0,0,0,Not Employed,NA,3,3,3,3,3,working class,0.991762886,British Columbia,Non-religious,White,NA,Eth,"Unemployed, looking for work",Age2544,6,HS,0,British Columbia
637,1988,7,0,0,1,Not Employed,1,3,2,3,2,3,affluent people,0.991762886,British Columbia,Other Christian,White,NA,Eth,Other,Age2544,5,HS,0,British Columbia
638,1990,4,0,1,0,No,1,3,2,3,2,2,middle class,0.991762886,British Columbia,Catholic,White,2,Ctl,Working full time,Age2544,3,HS,2,British Columbia
639,1990,4,0,1,0,No,1,3,2,3,3,3,middle class,0.991762886,British Columbia,Catholic,White,2,Eth,Working full time,Age2544,3,HS,2,British Columbia
640,1986,2,0,0,1,No,NA,1,4,4,4,3,working class,0.991762886,British Columbia,Non-religious,White,2,Reg,Working full time,Age2544,7,HS,2,British Columbia
641,1977,2,0,0,0,No,NA,2,1,3,3,2,working class,0.991762886,British Columbia,Non-religious,White,1,Ctl,Working full time,Age2544,6,HS,1,British Columbia
642,1984,7,0,0,1,No,NA,5,3,3,3,3,affluent people,0.449302308,British Columbia,Non-religious,White,1,Ctl,Working full time,Age2544,4,PostSec,1,British Columbia
643,1977,3,0,0,0,No,NA,2,3,4,4,3,working class,0.449302308,British Columbia,Non-religious,White,1,Ctl,Working full time,Age2544,4,PostSec,1,British Columbia
644,1992,5,0,0,0,No,NA,4,4,4,4,4,middle class,0.449302308,British Columbia,Non-religious,White,1,Ctl,Working full time,Age2544,2,PostSec,1,British Columbia
645,1984,6,0,1,1,No,NA,5,3,3,3,2,middle class,0.449302308,British Columbia,Non-religious,White,1,Reg,Working full time,Age2544,4,PostSec,1,British Columbia
646,1983,3,0,0,1,No,NA,3,2,3,3,3,working class,0.449302308,British Columbia,Non-religious,White,NA,Ctl,Other,Age2544,2,PostSec,0,British Columbia
647,1984,6,0,0,1,No,1,1,1,2,2,1,middle class,0.449302308,British Columbia,Anglican,White,2,Reg,Working full time,Age2544,6,PostSec,2,British Columbia
648,1984,4,0,0,0,No,NA,3,1,1,1,1,middle class,0.449302308,British Columbia,Non-religious,White,2,Ctl,Working part-time,Age2544,7,PostSec,2,British Columbia
649,1989,6,0,0,0,No,NA,4,3,4,3,3,middle class,0.449302308,British Columbia,Non-religious,White,1,Reg,Working full time,Age2544,5,PostSec,1,British Columbia
650,1978,4,0,0,1,No,NA,3,1,3,4,4,middle class,0.449302308,British Columbia,Non-religious,White,1,Eth,Working full time,Age2544,1,PostSec,1,British Columbia
651,1982,3,0,0,0,No,NA,3,1,2,3,2,working class,0.449302308,British Columbia,Non-religious,White,1,Ctl,Working full time,Age2544,7,PostSec,1,British Columbia
652,1982,2,0,0,0,Not Employed,4,4,3,3,2,3,working class,0.449302308,British Columbia,Other Christian,White,5,Ctl,On a long-term leave,Age2544,4,PostSec,5,British Columbia
653,1986,6,0,0,0,No,NA,2,2,3,3,4,middle class,0.449302308,British Columbia,Non-religious,White,2,Reg,Working full time,Age2544,5,PostSec,2,British Columbia
654,1974,5,0,0,1,No,2,2,2,3,3,2,middle class,0.449302308,British Columbia,United Church,White,NA,Reg,Other,Age2544,3,PostSec,0,British Columbia
655,1985,5,0,0,1,Not Employed,1,3,2,4,4,4,middle class,0.735677784,British Columbia,Other,White,NA,Ctl,Other,Age2544,4,HS,0,British Columbia
656,1980,1,0,0,0,No,1,1,3,3,3,3,working class,0.336497964,British Columbia,Catholic,White,NA,Eth,"Unemployed, looking for work",Age2544,4,PostSec,0,British Columbia
657,1980,1,0,0,0,No,1,3,3,3,3,3,working class,0.336497964,British Columbia,Catholic,White,NA,Reg,"Unemployed, looking for work",Age2544,5,PostSec,0,British Columbia
658,1966,7,0,1,1,No,1,3,3,4,3,4,affluent people,0.154538391,British Columbia,Buddhist, Chinese,2,Eth,Working full time,Age4564,5,PostSec,2,British Columbia
659,1972,2,0,1,1,No,2,NA,4,4,4,4,working class,0.772421699,British Columbia,Catholic,Other,2,Eth,Working full time,Age4564,4,HS,2,British Columbia
660,1964,4,0,0,1,No,NA,3,4,4,4,4,middle class,1.014200674,British Columbia,Non-religious,Black,2,Reg,Working part-time,Age4564,4,HS,2,British Columbia
661,1963,1,0,0,0,Not Employed,1,2,4,3,1,1,working class,1.014200674,British Columbia,Other,Black,NA,Ctl,Other,Age4564,4,HS,0,British Columbia
662,1956,3,1,0,1,Not Employed,2,2,1,3,4,1,working class,0.230721025,British Columbia,Anglican,White,NA,Reg,Retired,Age4564,6,BachPlus,0,British Columbia
663,1957,4,1,0,1,No,NA,2,2,2,3,2,middle class,0.230721025,British Columbia,Non-religious,White,NA,Reg,Retired,Age4564,4,BachPlus,0,British Columbia
664,1964,3,0,0,1,Not Employed,NA,NA,1,3,3,1,working class,0.563234043,British Columbia,Non-religious,White,NA,Eth,Retired,Age4564,4,HS,0,British Columbia
665,1956,4,0,0,1,No,2,2,1,3,3,1,middle class,0.563234043,British Columbia,Anglican,White,NA,Reg,Retired,Age4564,2,HS,0,British Columbia
666,1956,4,0,1,1,Yes,4,4,3,2,3,2,middle class,0.260537267,British Columbia,Other,White,2,Reg,Working full time,Age4564,5,PostSec,2,British Columbia
667,1967,1,0,0,0,No,2,3,2,4,4,2,working class,0.260537267,British Columbia,Other Christian,White,1,Eth,Working part-time,Age4564,5,PostSec,1,British Columbia
668,1959,5,0,0,1,No,4,3,2,1,3,1,middle class,0.260537267,British Columbia,Other Christian,White,NA,Eth,Other,Age4564,2,PostSec,0,British Columbia
669,1955,3,0,1,0,No,1,2,1,3,4,3,working class,0.260537267,British Columbia,Anglican,White,NA,Reg,Retired,Age4564,3,PostSec,0,British Columbia
670,1958,4,1,0,1,Not Employed,4,2,4,3,4,4,middle class,0.297916593,British Columbia,Catholic,White,NA,Reg,Retired,Age4564,3,BachPlus,0,British Columbia
671,1969,7,1,0,1,Yes,NA,3,3,3,2,3,affluent people,0.297916593,British Columbia,Non-religious,White,1,Ctl,Working full time,Age4564,5,BachPlus,1,British Columbia
672,1956,7,1,1,1,No,NA,2,1,3,1,2,affluent people,0.297916593,British Columbia,Non-religious,White,3,Reg,Working full time,Age4564,2,BachPlus,3,British Columbia
673,1971,5,1,0,1,No,NA,1,4,4,4,4,middle class,0.297916593,British Columbia,Non-religious,White,1,Eth,Working full time,Age4564,3,BachPlus,1,British Columbia
674,1954,3,1,0,1,No,4,2,2,4,3,4,working class,0.297916593,British Columbia,Anglican,White,1,Reg,Working part-time,Age4564,1,BachPlus,1,British Columbia
675,1971,7,1,0,1,Yes,2,1,2,2,2,3,affluent people,0.297916593,British Columbia,Other Christian,White,2,Reg,Working part-time,Age4564,4,BachPlus,2,British Columbia
676,1956,6,1,0,1,Yes,2,3,3,3,4,3,middle class,0.297916593,British Columbia,Other,White,1,Ctl,Working full time,Age4564,7,BachPlus,1,British Columbia
677,1954,7,1,1,1,No,1,3,2,3,3,3,affluent people,0.297916593,British Columbia,Catholic,White,2,Ctl,Working full time,Age4564,1,BachPlus,2,British Columbia
678,1953,5,1,0,1,No,4,3,4,3,3,4,middle class,0.297916593,British Columbia,Other Christian,White,NA,Reg,Retired,Age4564,4,BachPlus,0,British Columbia
679,1970,7,1,1,1,No,NA,2,3,2,4,2,affluent people,0.297916593,British Columbia,Non-religious,White,2,Ctl,Working full time,Age4564,4,BachPlus,2,British Columbia
680,1954,6,1,0,1,Not Employed,NA,2,1,2,2,1,middle class,0.297916593,British Columbia,Non-religious,White,NA,Ctl,Retired,Age4564,4,BachPlus,0,British Columbia
681,1958,3,1,0,0,No,NA,3,2,4,4,2,working class,0.297916593,British Columbia,Non-religious,White,4,Reg,Working part-time,Age4564,2,BachPlus,4,British Columbia
682,1956,1,0,0,0,No,1,3,1,3,2,2,working class,0.737594432,British Columbia,United Church,White,NA,Reg,Other,Age4564,1,HS,0,British Columbia
683,1955,6,0,1,1,No,1,2,1,3,3,3,middle class,0.737594432,British Columbia,Catholic,White,1,Reg,Working full time,Age4564,2,HS,1,British Columbia
684,1967,3,0,0,0,Not Employed,1,3,2,2,2,1,working class,0.737594432,British Columbia,Other,White,NA,Reg,Retired,Age4564,4,HS,0,British Columbia
685,1967,2,0,1,0,No,1,5,1,1,1,1,working class,0.737594432,British Columbia,Other Christian,White,1,Eth,On a long-term leave,Age4564,3,HS,1,British Columbia
686,1965,6,0,0,1,Not Employed,NA,3,3,3,3,3,middle class,0.737594432,British Columbia,Non-religious,White,NA,Ctl,Retired,Age4564,4,HS,0,British Columbia
687,1958,6,0,0,0,No,1,1,3,2,3,3,middle class,0.737594432,British Columbia,Catholic,White,NA,Reg,Retired,Age4564,2,HS,0,British Columbia
688,1953,2,0,0,0,Not Employed,NA,3,2,3,2,3,working class,0.737594432,British Columbia,Non-religious,White,NA,Reg,Retired,Age4564,5,HS,0,British Columbia
689,1955,3,0,0,1,No,NA,2,2,4,2,3,working class,0.737594432,British Columbia,Non-religious,White,NA,Reg,Retired,Age4564,2,HS,0,British Columbia
690,1963,4,0,0,0,Not Employed,NA,3,2,3,3,3,middle class,0.737594432,British Columbia,Non-religious,White,NA,Eth,Retired,Age4564,5,HS,0,British Columbia
691,1956,2,0,0,1,Yes,NA,1,2,3,3,3,working class,0.737594432,British Columbia,Non-religious,White,2,Reg,Working part-time,Age4564,3,HS,2,British Columbia
692,1966,2,0,0,1,No,2,3,2,3,3,2,working class,0.737594432,British Columbia,United Church,White,NA,Ctl,Other,Age4564,7,HS,0,British Columbia
693,1971,2,0,0,0,No,2,2,1,2,3,2,working class,0.737594432,British Columbia,Other Christian,White,NA,Ctl,"Unemployed, looking for work",Age4564,1,HS,0,British Columbia
